object_name,shp_name,theme,dataset,type,layer_name,type,lds_Name,gpkg_file,kart_layer_name,geometry_type,has_z,feature_count,crs_code
Structure,stockyard_pnt,Structures,Land_Layers,stockyard,Structure_point,point,50357-nz-stockyard-points-topo-150k,50357-nz-stockyard-points-topo-150k\nz_stockyard_points_topo_150k.gpkg,nz_stockyard_points_topo_150k,Point,FALSE,1035,EPSG:2193
Structure,tank_pnt,Structures,Land_Layers,tank,Structure_point,point,50360-nz-tank-points-topo-150k,50360-nz-tank-points-topo-150k\nz_tank_points_topo_150k.gpkg,nz_tank_points_topo_150k,Point,FALSE,6265,EPSG:2193
Structure,tower_pnt,Structures,Land_Layers,tower,Structure_point,point,50363-nz-tower-points-topo-150k,50363-nz-tower-points-topo-150k\nz_tower_points_topo_150k.gpkg,nz_tower_points_topo_150k,Point,FALSE,48,EPSG:2193
Structure,well_pnt,Structures,Land_Layers,well,Structure_point,point,50375-nz-well-points-topo-150k,50375-nz-well-points-topo-150k\nz_well_points_topo_150k.gpkg,nz_well_points_topo_150k,Point,FALSE,111,EPSG:2193
Structure,windmill_pnt,Structures,Land_Layers,windmill,Structure_point,point,50378-nz-windmill-points-topo-150k,50378-nz-windmill-points-topo-150k\nz_windmill_points_topo_150k.gpkg,nz_windmill_points_topo_150k,Point,FALSE,848,EPSG:2193
Structure,wreck_pnt,Structures,Land_Layers,wreck,Structure_point,point,50379-nz-wreck-points-topo-150k,50379-nz-wreck-points-topo-150k\nz_wreck_points_topo_150k.gpkg,nz_wreck_points_topo_150k,Point,FALSE,51,EPSG:2193
Transport,track_cl,Transport,Transport_Layers,track,Track_line,line,50364-nz-track-centrelines-topo-150k,50364-nz-track-centrelines-topo-150k\nz_track_centrelines_topo_150k.gpkg,nz_track_centrelines_topo_150k,LineString,FALSE,99597,EPSG:2193
Transport,ford_pnt,Transport,Transport_Layers,ford,Transport_point,point,50275-nz-ford-points-topo-150k,50275-nz-ford-points-topo-150k\nz_ford_points_topo_150k.gpkg,nz_ford_points_topo_150k,Point,FALSE,1005,EPSG:2193
Transport,helipad_pnt,Transport,Transport_Layers,helipad,Transport_point,point,50285-nz-helipad-points-topo-150k,50285-nz-helipad-points-topo-150k\nz_helipad_points_topo_150k.gpkg,nz_helipad_points_topo_150k,Point,FALSE,46,EPSG:2193
Vegetative Landcover,tree_pnt,Landcover,Land_Layers,tree,vegetation_point,point,50365-nz-tree-points-topo-150k,50365-nz-tree-points-topo-150k\nz_tree_points_topo_150k.gpkg,nz_tree_points_topo_150k,Point,FALSE,1234403,EPSG:2193
Relief,trig_pnt,Relief,Relief_Layers,trig,Trig_point,point,103476-nz-trig-points-topo-150k,103476-nz-trig-points-topo-150k\nz_trig_points_topo_150k.gpkg,nz_trig_points_topo_150k,Point,FALSE,5762,EPSG:2193
Structure,tunnel_cl,Transport,Transport_Layers,tunnel,Tunnel_line,line,50366-nz-tunnel-centrelines-topo-150k,50366-nz-tunnel-centrelines-topo-150k\nz_tunnel_centrelines_topo_150k.gpkg,nz_tunnel_centrelines_topo_150k,LineString,FALSE,1642,EPSG:2193
Vegetative Landcover,exotic_poly,Landcover,Land_Layers,exotic,Vegetation,poly,50267-nz-exotic-polygons-topo-150k,50267-nz-exotic-polygons-topo-150k\nz_exotic_polygons_topo_150k.gpkg,nz_exotic_polygons_topo_150k,Polygon,FALSE,44727,EPSG:2193
Vegetative Landcover,native_poly,Landcover,Land_Layers,native,Vegetation,poly,50306-nz-native-polygons-topo-150k,50306-nz-native-polygons-topo-150k\nz_native_polygons_topo_150k.gpkg,nz_native_polygons_topo_150k,Polygon,FALSE,102759,EPSG:2193
Vegetative Landcover,orchard_poly,Landuse,Land_Layers,orchard,Landuse,poly,50307-nz-orchard-polygons-topo-150k,50307-nz-orchard-polygons-topo-150k\nz_orchard_polygons_topo_150k.gpkg,nz_orchard_polygons_topo_150k,Polygon,FALSE,3567,EPSG:2193
Vegetative Landcover,plantation_poly,Landcover,Land_Layers,plantation,Vegetation,poly,unknown,,,,,,
Vegetative Landcover,scattered_scrub_poly,Landcover,Land_Layers,scattered_scrub,Vegetation,poly,50337-nz-scattered-scrub-polygons-topo-150k,50337-nz-scattered-scrub-polygons-topo-150k\nz_scattered_scrub_polygons_topo_150k.gpkg,nz_scattered_scrub_polygons_topo_150k,Polygon,FALSE,19626,EPSG:2193
Vegetative Landcover,scrub_poly,Landcover,Land_Layers,scrub,Vegetation,poly,50339-nz-scrub-polygons-topo-150k,50339-nz-scrub-polygons-topo-150k\nz_scrub_polygons_topo_150k.gpkg,nz_scrub_polygons_topo_150k,Polygon,FALSE,89876,EPSG:2193
Vegetative Landcover,vineyard_poly,Landuse,Land_Layers,vineyard,Landuse,poly,50367-nz-vineyard-polygons-topo-150k,50367-nz-vineyard-polygons-topo-150k\nz_vineyard_polygons_topo_150k.gpkg,nz_vineyard_polygons_topo_150k,Polygon,FALSE,2585,EPSG:2193
Vegetative Landcover,shelter_belt_cl,Landcover,Land_Layers,shelter_belt,Vegetation_line,line,50341-nz-shelter-belt-centrelines-topo-150k,50341-nz-shelter-belt-centrelines-topo-150k\nz_shelter_belt_centrelines_topo_150k.gpkg,nz_shelter_belt_centrelines_topo_150k,LineString,FALSE,118496,EPSG:2193
Hydrography,canal_poly,Landuse,Water_Layers,canal,Water,poly,50251-nz-canal-polygons-topo-150k,50251-nz-canal-polygons-topo-150k\nz_canal_polygons_topo_150k.gpkg,nz_canal_polygons_topo_150k,Polygon,FALSE,90,EPSG:2193
Hydrography,lagoon_poly,Landcover,Water_Layers,lagoon,Water,poly,50292-nz-lagoon-polygons-topo-150k,50292-nz-lagoon-polygons-topo-150k\nz_lagoon_polygons_topo_150k.gpkg,nz_lagoon_polygons_topo_150k,Polygon,FALSE,145,EPSG:2193
Hydrography,lake_poly,Landcover,Water_Layers,lake,Water,poly,50293-nz-lake-polygons-topo-150k,50293-nz-lake-polygons-topo-150k-2\nz_lake_polygons_topo_150k.gpkg,nz_lake_polygons_topo_150k,Polygon,FALSE,61304,EPSG:2193
Hydrography,pond_poly,Landcover,Water_Layers,pond,Water,poly,50310-nz-pond-polygons-topo-150k,50310-nz-pond-polygons-topo-150k\nz_pond_polygons_topo_150k.gpkg,nz_pond_polygons_topo_150k,Polygon,FALSE,9271,EPSG:2193
Hydrography,river_poly,Landcover,Water_Layers,river,Water,poly,50328-nz-river-polygons-topo-150k,50328-nz-river-polygons-topo-150k\nz_river_polygons_topo_150k.gpkg,nz_river_polygons_topo_150k,Polygon,FALSE,4836,EPSG:2193
Hydrography,swamp_poly,Landcover,Land_Layers,swamp,Landcover,poly,50359-nz-swamp-polygons-topo-150k,50359-nz-swamp-polygons-topo-150k\nz_swamp_polygons_topo_150k.gpkg,nz_swamp_polygons_topo_150k,Polygon,FALSE,9455,EPSG:2193
Hydrography,canal_cl,Landuse,Water_Layers,canal,Water_line,line,50250-nz-canal-centrelines-topo-150k,50250-nz-canal-centrelines-topo-150k\nz_canal_centrelines_topo_150k.gpkg,nz_canal_centrelines_topo_150k,LineString,FALSE,359,EPSG:2193
Hydrography,drain_cl,Landuse,Water_Layers,drain,Water_line,line,50262-nz-drain-centrelines-topo-150k,50262-nz-drain-centrelines-topo-150k\nz_drain_centrelines_topo_150k.gpkg,nz_drain_centrelines_topo_150k,LineString,FALSE,40595,EPSG:2193
Hydrography,river_cl,Landcover,Water_Layers,river,Water_line,line,50327-nz-river-centrelines-topo-150k,50327-nz-river-centrelines-topo-150k\nz_river_centrelines_topo_150k.gpkg,nz_river_centrelines_topo_150k,LineString,FALSE,711639,EPSG:2193
Landcover,rock_pnt,Landcover,Water_Layers,rock,Water_point,point,50331-nz-rock-points-topo-150k,50331-nz-rock-points-topo-150k\nz_rock_points_topo_150k.gpkg,nz_rock_points_topo_150k,Point,FALSE,1700,EPSG:2193
Hydrography,soakhole_pnt,Landcover,Water_Layers,soakhole,Water_point,point,50353-nz-soakhole-points-topo-150k,50353-nz-soakhole-points-topo-150k\nz_soakhole_points_topo_150k.gpkg,nz_soakhole_points_topo_150k,Point,FALSE,3896,EPSG:2193
Hydrography,spring_pnt,Landcover,Water_Layers,spring,Water_point,point,50356-nz-spring-points-topo-150k,50356-nz-spring-points-topo-150k\nz_spring_points_topo_150k.gpkg,nz_spring_points_topo_150k,Point,FALSE,155,EPSG:2193
Hydrography,swamp_pnt,Landcover,Land_Layers,swamp,Landcover_point,point,50358-nz-swamp-points-topo-150k,50358-nz-swamp-points-topo-150k\nz_swamp_points_topo_150k.gpkg,nz_swamp_points_topo_150k,Point,FALSE,3336,EPSG:2193
Hydrography,waterfall_pnt,Landcover,Water_Layers,waterfall,Water_point,point,50372-nz-waterfall-points-topo-150k,50372-nz-waterfall-points-topo-150k\nz_waterfall_points_topo_150k.gpkg,nz_waterfall_points_topo_150k,Point,FALSE,1773,EPSG:2193
Hydrography,rapid_poly,Landcover,Relief_Layers,rapid,Relief,poly,50321-nz-rapid-polygons-topo-150k,50321-nz-rapid-polygons-topo-150k\nz_rapid_polygons_topo_150k.gpkg,nz_rapid_polygons_topo_150k,Polygon,FALSE,168,EPSG:2193
Hydrography,waterfall_poly,Relief,Relief_Layers,waterfall,Relief,poly,50373-nz-waterfall-polygons-topo-150k,50373-nz-waterfall-polygons-topo-150k\nz_waterfall_polygons_topo_150k.gpkg,nz_waterfall_polygons_topo_150k,Polygon,FALSE,1,EPSG:2193
Hydrography,rapid_cl,Relief,Relief_Layers,rapid,Relief_line,line,50320-nz-rapid-centrelines-topo-150k,50320-nz-rapid-centrelines-topo-150k\nz_rapid_centrelines_topo_150k.gpkg,nz_rapid_centrelines_topo_150k,LineString,FALSE,89,EPSG:2193
Hydrography,waterfall_cl,Relief,Relief_Layers,waterfall,Relief_line,line,50370-nz-waterfall-centrelines-topo-150k,50370-nz-waterfall-centrelines-topo-150k\nz_waterfall_centrelines_topo_150k.gpkg,nz_waterfall_centrelines_topo_150k,LineString,FALSE,11,EPSG:2193
Hydrography,waterfall_edge,Relief,Relief_Layers,waterfall_edge,Relief_line,line,50371-nz-waterfall-edges-topo-150k,50371-nz-waterfall-edges-topo-150k\nz_waterfall_edges_topo_150k.gpkg,nz_waterfall_edges_topo_150k,LineString,FALSE,44,EPSG:2193
