text_bend,text_height,text_placement,style,colour,size,offset,placement,textanchor,labelanchor,charplace,chardistance
7,0.0029,1,Narrow Bold,black,12.0,-4.0,AL,,,StretchCharacterSpacingToFit,
7,0.0029,2,Italic,black,12.0,,OL,,,StretchWordSpacingToFit,
7,0.0029,2,Italic,process_blue,12.0,,OL,,,StretchWordSpacingToFit,
7,0.0029,31,Italic,process_blue,12.0,-4.0,AL,,,StretchWordSpacingToFit,
7,0.0029,32,Italic,black,12.0,,OL,,,StretchWordSpacingToFit,
7,0.0029,32,Italic,process_blue,12.0,,OL,,,StretchWordSpacingToFit,
7,0.0034,1,Italic,process_blue,13.0,-4.0,AL,,,StretchWordSpacingToFit,
7,0.0034,1,Narrow Bold,black,13.0,-4.0,AL,,,StretchCharacterSpacingToFit,
7,0.0034,2,Italic,black,13.0,,OL,,,StretchWordSpacingToFit,
7,0.0034,2,Italic,process_blue,13.0,,OL,,,StretchWordSpacingToFit,
7,0.0034,31,Italic,process_blue,13.0,-4.0,AL,,,StretchWordSpacingToFit,
7,0.0034,32,Italic,process_blue,13.0,,OL,,,StretchWordSpacingToFit,
7,0.0038,1,Italic,black,15.0,-4.6,AL,,,StretchWordSpacingToFit,
7,0.0043,1,Narrow,warm_red,17.0,-5.0,AL,,,StretchWordSpacingToFit,
7,0.0051,1,Narrow,warm_red,21.0,-7.0,AL,,,StretchWordSpacingToFit,
7,0.0058,1,Narrow,warm_red,23.0,-7.0,AL,,,StretchWordSpacingToFit,
7,4.1,1,Narrow,black,6.0,-2.0,AL,,,StretchCharacterSpacingToFit,
7,4.5,32,Regular,black,5.0,,OL,,,StretchCharacterSpacingToFit,
7,4.8,2,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
7,4.8,32,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
7,5.0,1,Regular,black,5.5,-1.7,AL,,,StretchWordSpacingToFit,
7,5.0,2,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
7,5.0,3,Regular,black,5.5,-1.0,BL,,,StretchWordSpacingToFit,
7,5.0,32,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
7,5.5,1,Regular,black,5.5,-1.8,AL,,,StretchWordSpacingToFit,
7,5.5,2,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
7,5.5,3,Regular,black,5.5,-1.4,BL,,,StretchWordSpacingToFit,
7,5.5,32,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
7,75.0,1,Italic,process_blue,6.0,-2.0,AL,,,,
7,75.0,1,Narrow Italic,black,6.0,-2.1,AL,,,StretchWordSpacingToFit,
7,75.0,1,Regular,black,6.0,-2.1,AL,,,StretchCharacterSpacingToFit,
7,75.0,3,Narrow Italic,black,6.0,-1.4,BL,,,StretchCharacterSpacingToFit,
7,75.0,31,Narrow Italic,black,6.0,-2.1,AL,,,StretchWordSpacingToFit,
7,75.0,33,Narrow Italic,black,6.0,-1.4,BL,,,StretchCharacterSpacingToFit,
7,75.0,36,Narrow Italic,black,6.0,-1.4,BL,,,StretchCharacterSpacingToFit,
9,0.0012,2,Italic,process_blue,5.0,,OL,,,StretchCharacterSpacingToFit,
9,0.0012,31,Italic,black,5.0,-1.6,AL,,,,
9,0.0012,34,Italic,black,5.0,-1.6,AL,,,,
9,0.0012,34,Italic,process_blue,5.0,-1.6,AL,,,StretchWordSpacingToFit,
9,0.0013,1,Italic,black,5.0,-1.5,AL,,,StretchWordSpacingToFit,
9,0.0013,1,Narrow,black,5.0,-1.5,AL,,,StretchCharacterSpacingToFit,
9,0.0013,2,Italic,black,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0013,31,Italic,black,5.0,-1.5,AL,left,0.5,,
9,0.0013,31,Italic,process_blue,5.0,-1.5,AL,,,StretchWordSpacingToFit,
9,0.0013,32,Italic,black,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0013,34,Italic,black,5.0,-1.5,AL,,,StretchWordSpacingToFit,
9,0.0013,34,Italic,process_blue,5.0,-1.5,AL,,,StretchWordSpacingToFit,
9,0.0013,34,Narrow,black,5.0,-1.5,AL,,,StretchWordSpacingToFit,
9,0.0013,35,Italic,process_blue,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0013,38,Italic,process_blue,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,1,Italic,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,1,Italic,process_blue,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,1,Narrow,black,6.0,-2.3,AL,,,StretchCharacterSpacingToFit,
9,0.0014,1,Narrow Italic,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,2,Italic,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,2,Italic,process_blue,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,2,Narrow,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,3,Italic,process_blue,6.0,-1.5,BL,,,StretchWordSpacingToFit,
9,0.0014,3,Narrow,black,6.0,-1.5,BL,,,StretchWordSpacingToFit,
9,0.0014,4,Italic,black,6.0,-2.3,AL,,,,
9,0.0014,4,Italic,process_blue,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,4,Narrow,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,5,Italic,black,6.0,,OL,,,,
9,0.0014,5,Italic,process_blue,6.0,,OL,,,,
9,0.0014,5,Narrow,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,6,Italic,black,6.0,-1.5,BL,,,,
9,0.0014,6,Italic,process_blue,6.0,-1.5,BL,,,,
9,0.0014,6,Narrow,black,6.0,-1.5,BL,,,,
9,0.0014,6,Narrow,process_blue,6.0,-1.5,BL,,,,
9,0.0014,7,Italic,process_blue,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,31,Italic,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,31,Italic,process_blue,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,31,Narrow,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,32,Italic,process_blue,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,32,Narrow,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,33,Italic,process_blue,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,33,Narrow,black,6.0,-1.5,BL,,,StretchWordSpacingToFit,
9,0.0014,34,Italic,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,34,Italic,process_blue,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,34,Narrow,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,34,Narrow,warm_red,6.0,-2.3,AL,,,,
9,0.0014,34,Narrow Italic,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,35,Italic,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,35,Italic,process_blue,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,35,Narrow,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,36,Italic,black,6.0,-1.5,BL,,,,
9,0.0014,36,Italic,process_blue,6.0,-1.5,BL,,,,
9,0.0014,36,Narrow,black,6.0,-1.5,BL,,,StretchWordSpacingToFit,
9,0.0014,37,Italic,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,37,Italic,process_blue,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,37,Narrow,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,38,Italic,black,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,38,Italic,process_blue,6.0,,OL,,,StretchWordSpacingToFit,
9,0.0014,54,Narrow,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0014,3534,Narrow,black,6.0,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0017,1,Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,1,Italic,process_blue,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,1,Narrow Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,1,Regular,black,5.0,-1.8,AL,,,StretchWordSpacingToFit,
9,0.0017,2,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,4,Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,4,Italic,process_blue,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,4,Narrow Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,5,Italic,black,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,5,Italic,process_blue,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,5,Regular,black,5.0,,OL,,,,
9,0.0017,6,Italic,process_blue,7.0,-1.8,BL,,,StretchWordSpacingToFit,
9,0.0017,31,Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,31,Italic,process_blue,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,31,Narrow Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,31,Regular,black,5.0,-1.8,AL,,,StretchWordSpacingToFit,
9,0.0017,32,Narrow Italic,black,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,32,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,34,Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,34,Italic,process_blue,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,34,Narrow,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,34,Narrow,warm_red,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,34,Narrow Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,34,Regular,black,5.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,35,Italic,black,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,35,Italic,process_blue,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,35,Narrow Italic,black,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,35,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,36,Italic,black,7.0,-1.8,BL,,,StretchWordSpacingToFit,
9,0.0017,36,Italic,process_blue,7.0,-1.8,BL,,,StretchWordSpacingToFit,
9,0.0017,36,Narrow Italic,black,7.0,-1.8,BL,,,,
9,0.0017,36,Regular,black,5.0,-1.8,BL,,,StretchWordSpacingToFit,
9,0.0017,37,Italic,process_blue,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,37,Narrow Italic,black,7.0,-2.4,AL,,,StretchWordSpacingToFit,
9,0.0017,38,Italic,black,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,38,Narrow Italic,black,7.0,,OL,,,StretchWordSpacingToFit,
9,0.0017,38,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,0.0018,35,Regular,black,8.0,,OL,,,StretchWordSpacingToFit,
9,0.0019,1,Italic,black,7.5,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0019,1,Italic,process_blue,7.5,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0019,1,Narrow,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,1,Narrow Italic,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,1,Regular,black,5.5,-2.0,AL,,,StretchWordSpacingToFit,
9,0.0019,2,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,4,Narrow,black,8.0,-2.7,AL,,,,
9,0.0019,5,Italic,black,7.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,5,Italic,process_blue,7.5,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0019,5,Narrow,black,8.0,,OL,left,0.65,,
9,0.0019,5,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,31,Italic,black,7.5,-2.1,AL,,,StretchWordSpacingToFit,
9,0.0019,31,Narrow,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,31,Regular,black,5.5,-2.0,AL,,,StretchWordSpacingToFit,
9,0.0019,32,Italic,process_blue,7.5,-2.0,BL,,,StretchWordSpacingToFit,
9,0.0019,32,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,34,Italic,black,7.5,-2.1,AL,,,StretchWordSpacingToFit,
9,0.0019,34,Italic,process_blue,7.5,-2.3,AL,,,StretchWordSpacingToFit,
9,0.0019,34,Narrow,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,34,Narrow Bold,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,34,Narrow Italic,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,34,Regular,black,5.5,-2.0,AL,,,StretchWordSpacingToFit,
9,0.0019,35,Italic,black,7.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,35,Italic,process_blue,7.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,35,Narrow,black,8.0,,OL,,,StretchWordSpacingToFit,
9,0.0019,35,Narrow Bold,black,8.0,,OL,,,StretchWordSpacingToFit,
9,0.0019,35,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,0.0019,36,Narrow Bold,black,8.0,,OL,,,StretchWordSpacingToFit,
9,0.0019,37,Narrow Italic,black,8.0,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0019,37,Regular,black,5.5,-2.0,AL,,,StretchWordSpacingToFit,
9,0.0019,54,Italic,black,7.5,-2.1,AL,,,StretchWordSpacingToFit,
9,0.0022,31,Narrow Bold,black,8.5,-3.0,AL,,,StretchWordSpacingToFit,
9,0.0022,34,Italic,process_blue,8.5,-3.0,AL,,,StretchWordSpacingToFit,
9,0.0022,34,Narrow,black,8.5,-3.0,AL,,,StretchWordSpacingToFit,
9,0.0022,34,Narrow Bold,black,8.5,-3.0,AL,,,StretchWordSpacingToFit,
9,0.0022,35,Narrow,black,8.5,,OL,,,StretchWordSpacingToFit,
9,0.0024,1,Italic,process_blue,9.5,-3.0,AL,,,StretchWordSpacingToFit,
9,0.0024,4,Narrow,black,9.5,-3.0,AL,,,,
9,0.0024,4,Narrow Italic,black,9.5,-3.2,AL,,,StretchWordSpacingToFit,
9,0.0024,34,Italic,black,9.5,-2.7,AL,,,StretchWordSpacingToFit,
9,0.0024,34,Italic,process_blue,9.5,-3.0,AL,,,StretchWordSpacingToFit,
9,0.0024,34,Narrow Italic,black,9.5,-3.2,AL,,,StretchWordSpacingToFit,
9,0.0024,35,Italic,black,9.5,,OL,,,StretchWordSpacingToFit,
9,0.0029,34,Italic,process_blue,12.0,-4.0,AL,,,StretchWordSpacingToFit,
9,0.0029,34,Narrow Bold,black,12.0,-4.0,AL,,,StretchCharacterSpacingToFit,
9,0.0029,35,Italic,black,12.0,,OL,,,StretchWordSpacingToFit,
9,0.0029,35,Italic,process_blue,12.0,,OL,,,StretchWordSpacingToFit,
9,0.0034,34,Italic,process_blue,13.0,-4.0,AL,,,StretchWordSpacingToFit,
9,4.5,1,Regular,black,5.0,-1.7,AL,,,StretchWordSpacingToFit,
9,4.5,32,Regular,black,5.0,,OL,,,StretchCharacterSpacingToFit,
9,4.5,34,Regular,black,5.0,-1.7,AL,,,StretchWordSpacingToFit,
9,4.8,2,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,4.8,32,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,4.8,34,Regular,black,5.0,-1.6,AL,,,StretchWordSpacingToFit,
9,4.8,35,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,4.8,36,Regular,black,5.0,-1.5,BL,,,StretchWordSpacingToFit,
9,4.8,38,Regular,black,5.0,,OL,,,StretchWordSpacingToFit,
9,5.0,1,Regular,black,5.5,-1.7,AL,,,StretchWordSpacingToFit,
9,5.0,2,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.0,5,Regular,black,5.5,,OL,,,,
9,5.0,31,Regular,black,5.5,-1.7,AL,,,StretchWordSpacingToFit,
9,5.0,32,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.0,34,Regular,black,5.5,-1.7,AL,,,StretchWordSpacingToFit,
9,5.0,35,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.0,37,Regular,black,5.5,-1.7,AL,,,StretchWordSpacingToFit,
9,5.0,38,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.5,1,Regular,black,5.5,-1.8,AL,,,StretchWordSpacingToFit,
9,5.5,2,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.5,5,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.5,31,Regular,black,5.5,-1.8,AL,,,StretchWordSpacingToFit,
9,5.5,32,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.5,34,Regular,black,5.5,-1.8,AL,,,StretchWordSpacingToFit,
9,5.5,35,Regular,black,5.5,,OL,,,StretchWordSpacingToFit,
9,5.5,37,Regular,black,5.5,-1.8,AL,,,StretchWordSpacingToFit,
9,75.0,1,Narrow Italic,black,6.0,-2.1,AL,,,,
